created,type,artist,timestamp,shabadID,verseID,description,link,matched_verse
1695334225,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:12,4327,52172,har har dheeo. sevak kau naam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/019 MGA SDO 1019 smpk 17 Rogi Ander Rog Khandene.m4a,ਹਰਿ ਹਰਿ ਦੀਓ ਸੇਵਕ ਕਉ ਨਾਮ ॥
1695334276,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:03,3259,37031,saadhoo bin aaise abagat jaavai ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/019 MGA SDO 1019 smpk 17 Rogi Ander Rog Khandene.m4a,ਸਾਧੂ ਬਿਨੁ ਐਸੇ ਅਬਗਤੁ ਜਾਵੈ ॥੧॥
1695334344,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:45,3046,34449,bin saadhoo jo jeevanaa teto birathaaree ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/019 MGA SDO 1019 smpk 17 Rogi Ander Rog Khandene.m4a,ਬਿਨੁ ਸਾਧੂ ਜੋ ਜੀਵਨਾ ਤੇਤੋ ਬਿਰਥਾਰੀ ॥
1696038884,random,Bhai Mohinder Singh Ji SDO,00:00:00,359,5553,sevee satigur aapanaa har simaree. dhin sabh rain ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/soundcloud/Bhai Mohinder Singh Ji SDO - har simaree din sabh rainn (Puratan Kirtan)-829711912.mp3,ਸੇਵੀ ਸਤਿਗੁਰੁ ਆਪਣਾ ਹਰਿ ਸਿਮਰੀ ਦਿਨ ਸਭਿ ਰੈਣ ॥
1697215764,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:26,,,sukh saagar gur chhadd kai bhavajal a(n)dhar bha(n)bhalabhoose |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/019 MGA SDO 1019 smpk 17 Rogi Ander Rog Khandene.m4a,
1697215936,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:36:50,,,vin gur mukat na hoviee jiau(n) ghar vin boohe |13|,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/019 MGA SDO 1019 smpk 17 Rogi Ander Rog Khandene.m4a,
1697216068,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,3046,34451,jaa dhin bheTe saadh moh uaa dhin balihaaree ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/020 MGA SDO 1020 smpk 18 Bin Sadhu Jo Jeevna.m4a,ਜਾ ਦਿਨ ਭੇਟੇ ਸਾਧ ਮੋਹਿ ਉਆ ਦਿਨ ਬਲਿਹਾਰੀ ॥
1697216204,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:07,,,"gur poore binu, a(n)t khuaaree |15|",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/020 MGA SDO 1020 smpk 18 Bin Sadhu Jo Jeevna.m4a,
1697216302,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,1122,13730,koiee ni(n)dhaku. vaddiaaiee dhekh na sakai so karatai aap pachaiaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਲਾਹਾ ਹਰਿ ਧਨੁ ਖਟਿਆ ਗੁਰਮੁਖਿ ਸਬਦੁ ਵੀਚਾਰਿ ॥
1697216351,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:25,245,3559,vin tudhu. hor j ma(n)ganaa sir dhukhaa kai dhukh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਮੁੰਢਹੁ ਭੁਲੀ ਨਾਨਕਾ ਫਿਰਿ ਫਿਰਿ ਜਨਮਿ ਮੁਈਆਸੁ ॥
1697216431,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:20,2638,29893,naam tero aaratee majan muraare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਨਾਮੁ ਤੇਰੋ ਆਰਤੀ ਮਜਨੁ ਮੁਰਾਰੇ ॥
1697216493,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:20,188,3138,veeaahu hoaa mere baabulaa gurmukhe har paiaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਵੀਆਹੁ ਹੋਆ ਮੇਰੇ ਬਾਬੁਲਾ ਗੁਰਮੁਖੇ ਹਰਿ ਪਾਇਆ ॥
1697216601,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:50,236,3502,har ke sa(n)t sunahu jan bhaiee har satigur kee ik saakhee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਹਰਿ ਕੇ ਸੰਤ ਸੁਣਹੁ ਜਨ ਭਾਈ ਹਰਿ ਸਤਿਗੁਰ ਕੀ ਇਕ ਸਾਖੀ ॥
1697216688,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:45,,,"satigur naanak pragaTiaa miTee dhu(n)dhu, jag chaanan hoaa |",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,
1697216832,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:35,359,5561,naanak kee bena(n)teeaa har surajanu. dhekhaa nain ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਨਾਨਕ ਕੀ ਬੇਨੰਤੀਆ ਹਰਿ ਸੁਰਜਨੁ ਦੇਖਾ ਨੈਣ ॥੧॥
1697216975,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:14:55,4261,51636,"koiee aavai sa(n)to, har kaa jan sa(n)to meraa preetam jan sa(n)to moh maarag dhikhalaavai ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਕੋਈ ਆਵੈ ਸੰਤੋ ਹਰਿ ਕਾ ਜਨੁ ਸੰਤੋ ਮੇਰਾ ਪ੍ਰੀਤਮ ਜਨੁ ਸੰਤੋ ਮੋਹਿ ਮਾਰਗੁ ਦਿਖਲਾਵੈ ॥
1697217722,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:40,588,8233,bhaj man mere eko naam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਭਜੁ ਮਨ ਮੇਰੇ ਏਕੋ ਨਾਮ ॥
1697219256,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:40:00,2838,31812,se sa(n)jog karahu mere piaare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਸੇ ਸੰਜੋਗ ਕਰਹੁ ਮੇਰੇ ਪਿਆਰੇ ॥
1697234564,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:45:20,4072,48468,naam binaa sabh dhuneeaa chhaar ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਨਾਮ ਬਿਨਾ ਸਭ ਦੁਨੀਆ ਛਾਰੁ ॥੧॥
1697655257,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:49:40,1471,17301,ਹਰਿ ਕੇ ਨਾਮ ਬਿਨੁ ਝੂਠੇ ਸਗਲ ਪਾਸਾਰੇ ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਏਕੋ ਏਕੁ ਆਪਿ ਇਕੁ ਏਕੈ ਏਕੈ ਹੈ ਸਗਲਾ ਪਾਸਾਰੇ ॥
1697655509,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:50:55,1901,22756,sabhanaa upaavaa sir upaau hai har naam paraapat hoi ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਸਭਨਾ ਉਪਾਵਾ ਸਿਰਿ ਉਪਾਉ ਹੈ ਹਰਿ ਨਾਮੁ ਪਰਾਪਤਿ ਹੋਇ ॥
1697655887,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:55:10,1544,18216,jap jap har kaa naam kadhe na jhooreeaai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਜਪਿ ਜਪਿ ਹਰਿ ਕਾ ਨਾਮੁ ਕਦੇ ਨ ਝੂਰੀਐ ॥
1697656520,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:00:02,40,387,ਨਾਨਕ ਸਤਿਗੁਰ ਵਾਹੁ ਵਾਹੁ ਜਿਸ ਤੇ ਨਾਮੁ ਪਰਾਪਤਿ ਹੋਇ ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ੴ ਸਤਿਗੁਰ ਪ੍ਰਸਾਦਿ ॥
1697656884,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:03:40,1833,22114,"gurmukh sakhee sahelee meree mo kau dhevahu dhaanu, har praan jeevaiaa ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਗੁਰਮੁਖਿ ਸਖੀ ਸਹੇਲੀ ਮੇਰੀ ਮੋ ਕਉ ਦੇਵਹੁ ਦਾਨੁ ਹਰਿ ਪ੍ਰਾਨ ਜੀਵਾਇਆ ॥
1697657059,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:05:50,,,naanaka. naam milai taa(n) jeevaa(n) tan man theevai hariaa ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,
1697662618,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:12:00,112,1516,mitr ghanere kar thakee meraa dhukh kaaTai koi ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/021 MGA SDO 1021 smpk 19 Gur Satgur Vich Nave Ke Vaddi vaadai.m4a,ਮਿਤ੍ਰ ਘਣੇਰੇ ਕਰਿ ਥਕੀ ਮੇਰਾ ਦੁਖੁ ਕਾਟੈ ਕੋਇ ॥
1697664256,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,3279,37341,dhun meh dhiaanu. dhiaan meh jaaniaa gurmukh akath kahaanee ||3||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/022 MGA SDO 1022 smpk 20 Dhun Mai Dhiaan Dhiaan Mai Jainaee.m4a,ਧੁਨਿ ਮਹਿ ਧਿਆਨੁ ਧਿਆਨ ਮਹਿ ਜਾਨਿਆ ਗੁਰਮੁਖਿ ਅਕਥ ਕਹਾਨੀ ॥੩॥
1697664414,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:38,1648,19998,ਹਰਿ ਤੀਜੜੀ ਲਾਵ ਮਨਿ ਚਾਉ ਭਇਆ ਬੈਰਾਗੀਆ. ਬਲਿ ਰਾਮ ਜੀਉ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/022 MGA SDO 1022 smpk 20 Dhun Mai Dhiaan Dhiaan Mai Jainaee.m4a,ਮੇਰੇ ਮਨ ਬੈਰਾਗੀਆ ਤੂੰ ਬੈਰਾਗੁ ਕਰਿ ਕਿਸੁ ਦਿਖਾਵਹਿ ॥
1697664718,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:45,7433,75698,ਜਿਮੀ ਜਮਾਨ ਕੇ ਬਿਖੈ ਸਮਸਤਿ ਏਕ ਜੋਤਿ ਹੈ ॥ ਨ ਘਾਟਿ ਹੈ ਨ ਬਾਢਿ ਹੈ ਨ ਘਾਟਿ ਬਾਢਿ ਹੋਤ ਹੈ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/022 MGA SDO 1022 smpk 20 Dhun Mai Dhiaan Dhiaan Mai Jainaee.m4a,ਜਿਮੀ ਜਮਾਨ ਕੇ ਬਿਖੈ ਸਮਸਤਿ ਏਕ ਜੋਤਿ ਹੈ ॥
1697664991,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:10,1347,15337,sa(n)pai dhekhi. na harakheeaai bipat dhekhi. na roi ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/022 MGA SDO 1022 smpk 20 Dhun Mai Dhiaan Dhiaan Mai Jainaee.m4a,ਸੰਪੈ ਦੇਖਿ ਨ ਹਰਖੀਐ ਬਿਪਤਿ ਦੇਖਿ ਨ ਰੋਇ ॥
1697665389,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:16,,,saa(n)gai a(n)dhar saabate se virale ba(n)dhe |21|,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/022 MGA SDO 1022 smpk 20 Dhun Mai Dhiaan Dhiaan Mai Jainaee.m4a,
1697666885,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:20,4155,49962,garuR chaR(h)e aae gopaal ||16||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/022 MGA SDO 1022 smpk 20 Dhun Mai Dhiaan Dhiaan Mai Jainaee.m4a,ਗਰੁੜ ਚੜੑੇ ਆਏ ਗੋਪਾਲ ॥੧੬॥
1697675764,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,,,Guru Granth Sahib Ji Parkaran. ekaa eka(n)kaar likh dhekhaaliaa |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,
1697733546,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:06:00,3294,37536,ekai ekai ek toohee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,ਏਕੈ ਏਕੈ ਏਕ ਤੂਹੀ ॥
1697734020,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:03,13,91,ਸਬਦੁ ਗੁਰੂ ਸੁਰਤਿ ਧੁਨਿ ਚੇਲਾ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,ਮੰਨੈ ਸੁਰਤਿ ਹੋਵੈ ਮਨਿ ਬੁਧਿ ॥
1697734072,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:17,38,375,ਸਬਦੁ ਗੁਰ ਪੀਰਾ ਗਹਿਰ ਗੰਭੀਰਾ ਬਿਨੁ ਸਬਦੈ ਜਗੁ ਬਉਰਾਨੰ ॥-> ਬਾਣੀ ਗੁਰੂ ਗੁਰੂ ਹੈ ਬਾਣੀ ਵਿਚਿ ਬਾਣੀ ਅੰਮ੍ਰਿਤੁ ਸਾਰੇ ॥-> ਸਤਿਗੁਰੁ ਦੇਉ ਪਰਤਖਿ ਹਰਿ ਮੂਰਤਿ ਜੋ ਅੰਮ੍ਰਿਤ ਬਚਨ ਸੁਣਾਵੈ ॥ ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,ਭਾਂਡਾ ਭਾਉ ਅੰਮ੍ਰਿਤੁ ਤਿਤੁ ਢਾਲਿ ॥
1697734888,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:05,40,387,ਸਤਿਗੁਰ ਮਹਿ ਸਬਦ ਸਬਦ ਮਹਿ ਸਤਿਗੁਰ ਹੈ ਨਿਗੁਨ ਸਗੁਨ ਗਿਆਨ ਧਿਆਨ ਸਮਝਾਵੈ ਜੀ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,ੴ ਸਤਿਗੁਰ ਪ੍ਰਸਾਦਿ ॥
1697735105,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:40,,,Nanak so Angad gur devna,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,
1697735514,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:27:39,,,Mahapurkh Sant Baba Attar Singh Ji,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,
1697736103,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:10,1660,20327,jithai jai bahai. meraa satiguroo so thaan suhaavaa. raam raaje ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,ਜਿਥੈ ਜਾਇ ਬਹੈ ਮੇਰਾ ਸਤਿਗੁਰੂ ਸੋ ਥਾਨੁ ਸੁਹਾਵਾ ਰਾਮ ਰਾਜੇ ॥
1697736495,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:36:00,551,7828,peeuoo dhaadhe kaa khol ddiThaa khajaanaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,ਪੀਊ ਦਾਦੇ ਕਾ ਖੋਲਿ ਡਿਠਾ ਖਜਾਨਾ ॥
1697736682,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:42:35,2762,30860,sa(n)t janaa mil har jas gaio ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,ਸੰਤ ਜਨਾ ਮਿਲਿ ਹਰਿ ਜਸੁ ਗਾਇਓ ॥
1697736729,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:43:45,1660,20335,"gursikhaa man vaadhaieeaa jin meraa satiguroo ddiThaa, raam raaje ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/023 MGA SDO 1023 smpk 21 Ika Ikankar Likh.m4a,ਗੁਰਸਿਖਾ ਮਨਿ ਵਾਧਾਈਆ ਜਿਨ ਮੇਰਾ ਸਤਿਗੁਰੂ ਡਿਠਾ ਰਾਮ ਰਾਜੇ ॥
1697736815,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2315,26540,ਹਰਿ ਜਨ ਕਉ ਇਹੀ ਸੁਹਾਵੈ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/024 MGA SDO 1024 smpk 22 Har Jan Ko Ehi Sohave.m4a,ਰਾਜਨ ਮਹਿ ਰਾਜਾ ਉਰਝਾਇਓ ਮਾਨਨ ਮਹਿ ਅਭਿਮਾਨੀ ॥
1697736830,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:10,2382,27282,apane kaaj kau. kiau alakaieeaai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/024 MGA SDO 1024 smpk 22 Har Jan Ko Ehi Sohave.m4a,ਅਪਨੇ ਕਾਜ ਕਉ ਕਿਉ ਅਲਕਾਈਐ ॥
1697755968,random,Bhai Tejinderpal Singh Ji Dulla,00:13:20,645,8845,raakh pitaa prabh mere ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/dulla_ji/yt/D 141 MGA DULLA 141 Paap Kamaavadhiaa Thaeraa Koe N Baelee Raam 1991 Amritsar-5LIDTx3VYR4.mp3,ਰਾਖੁ ਪਿਤਾ ਪ੍ਰਭ ਮੇਰੇ ॥
1697760154,random,Bhai Joginder Singh Ji Talwara,00:00:00,3302,37664,aaiso re har ras meeThaa ||,https://www.ikirtan.com/Bhai_Joginder_Singh_Jee_Talwara/Bhai_Joginder_Singh_Jee_Pratan_Ludhiana_Smagam_Asso_Rae_Har_Ras_Meethaa.mp3,ਐਸੋ ਰੇ ਹਰਿ ਰਸੁ ਮੀਠਾ ॥
1697898787,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:07:45,3368,39005,sabh kaa ek dhanee ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/024 MGA SDO 1024 smpk 22 Har Jan Ko Ehi Sohave.m4a,ਸਭ ਕਾ ਏਕੁ ਧਨੀ ॥੧॥ ਰਹਾਉ ॥
1697899290,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:05,4733,55669,saadh janaa mil har jas gaieeaai ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/024 MGA SDO 1024 smpk 22 Har Jan Ko Ehi Sohave.m4a,ਸਾਧ ਜਨਾ ਮਿਲਿ ਹਰਿ ਜਸੁ ਗਾਈਐ ॥੧॥ ਰਹਾਉ ॥
1697899578,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:55,15,104,"cool anand sahib, the ਰਾਗ ਰਤਨ ਪਰਵਾਰ ਪਰੀਆ ਸਬਦ ਗਾਵਣ ਆਈਆ ॥",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/024 MGA SDO 1024 smpk 22 Har Jan Ko Ehi Sohave.m4a,ਮੰਨੈ ਪਰਵਾਰੈ ਸਾਧਾਰੁ ॥
1697899637,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:45,749,10642,mil mere preetamaa jeeau tudh bin kharee nimaanee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/024 MGA SDO 1024 smpk 22 Har Jan Ko Ehi Sohave.m4a,ਮਿਲੁ ਮੇਰੇ ਪ੍ਰੀਤਮਾ ਜੀਉ ਤੁਧੁ ਬਿਨੁ ਖਰੀ ਨਿਮਾਣੀ ॥
1697899800,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:13,1662,20378,piaare har bin prem na khelasaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/025 MGA SDO 1025 smpk 23 Har Bin Prem.m4a,ਪਿਆਰੇ ਹਰਿ ਬਿਨੁ ਪ੍ਰੇਮੁ ਨ ਖੇਲਸਾ ॥
1698015731,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:49,1438,16859,sunahu lokaa mai prem ras paiaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/025 MGA SDO 1025 smpk 23 Har Bin Prem.m4a,ਸੁਨਹੁ ਲੋਕਾ ਮੈ ਪ੍ਰੇਮ ਰਸੁ ਪਾਇਆ ॥
1698016052,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:40:50,1520,17873,sunahu meet aaisaa prem piaar ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/025 MGA SDO 1025 smpk 23 Har Bin Prem.m4a,ਸੁਨਹੁ ਮੀਤ ਐਸਾ ਪ੍ਰੇਮ ਪਿਆਰੁ ॥
1698016139,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,369,5665,eik khaRe kareh teree chaakaree vin naavai. hor na bhaiaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/026 MGA SDO 1026 smpk 24 Ik Khare Kareh Teri Chakri.m4a,ਇਕਿ ਖੜੇ ਕਰਹਿ ਤੇਰੀ ਚਾਕਰੀ ਵਿਣੁ ਨਾਵੈ ਹੋਰੁ ਨ ਭਾਇਆ ॥
1698436955,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:10,2421,27809,har teree vaddee kaar mai moorakh laieeaai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/026 MGA SDO 1026 smpk 24 Ik Khare Kareh Teri Chakri.m4a,ਹਰਿ ਤੇਰੀ ਵਡੀ ਕਾਰ ਮੈ ਮੂਰਖ ਲਾਈਐ ॥
1698955930,random,Bhai Tejinderpal Singh Ji Dulla,00:34:40,3050,34497,sa(n)tan kaa dhaanaa rookhaa so sarab nidhaan ||,https://akj.media/Media/Keertan/Maryland/2001/011_Maryland_Mar2001_SatE_RSK_BhaiTejinderpalSinghJeeDoolaVeerjee.mp3,ਸੰਤਨ ਕਾ ਦਾਨਾ ਰੂਖਾ ਸੋ ਸਰਬ ਨਿਧਾਨ ॥
1699047047,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:40,525,7347,jo gur dheeaa su. man kai kaam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/026 MGA SDO 1026 smpk 24 Ik Khare Kareh Teri Chakri.m4a,ਜੋ ਗੁਰਿ ਦੀਆ ਸੁ ਮਨ ਕੈ ਕਾਮਿ ॥
1699047303,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:00,2254,25840,har naamai kaa ham lekhaa likhiaa sabh jam kee agalee kaan giee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/026 MGA SDO 1026 smpk 24 Ik Khare Kareh Teri Chakri.m4a,ਹਰਿ ਨਾਮੈ ਕਾ ਹਮ ਲੇਖਾ ਲਿਖਿਆ ਸਭ ਜਮ ਕੀ ਅਗਲੀ ਕਾਣਿ ਗਈ ॥
1699047998,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2556,28988,meraa man laagaa hai raam piaare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/027 MGA SDO 1027 smpk 25.m4a,ਮੇਰਾ ਮਨੁ ਲਾਗਾ ਹੈ ਰਾਮ ਪਿਆਰੇ ॥
1699049427,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:13,,,saadhasa(n)gat asathaan jagamag noor hai |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/027 MGA SDO 1027 smpk 25.m4a,
